epoch,loss,lr,mae,r2,val_loss,val_mae,val_r2
0,0.9146898984909058,4.8950482e-05,0.9146898984909058,0.5345044732093811,0.8275887370109558,0.8275887370109558,0.5952549576759338
1,0.9123526215553284,1.1142231e-05,0.9123526215553284,0.5359935760498047,0.8116937875747681,0.8116937875747681,0.6102333068847656
2,0.9057857394218445,4.7721267e-05,0.9057857394218445,0.5422571301460266,0.819216787815094,0.819216787815094,0.6025587320327759
3,0.9048035144805908,1.2371446e-05,0.9048035144805908,0.5436800718307495,0.8064095377922058,0.8064095377922058,0.6162497997283936
4,0.8989425301551819,4.6492052e-05,0.8989425301551819,0.5492172241210938,0.817572832107544,0.817572832107544,0.6043269634246826
5,0.8964590430259705,1.360066e-05,0.8964590430259705,0.5524049997329712,0.8064990639686584,0.8064990639686584,0.6137806177139282
6,0.8923664093017578,4.5262837e-05,0.8923664093017578,0.5554373264312744,0.8236575126647949,0.8236575126647949,0.6033971309661865
7,0.8887217044830322,1.4829874e-05,0.8887217044830322,0.5602349042892456,0.8050329685211182,0.8050329685211182,0.6197637319564819
8,0.8845393657684326,4.4033626e-05,0.8845393657684326,0.5632244348526001,0.8192830681800842,0.8192830681800842,0.6041675209999084
9,0.8809041976928711,1.6059088e-05,0.8809041976928711,0.5665372014045715,0.8018505573272705,0.8018505573272705,0.6180367469787598
10,0.8790501952171326,4.280441e-05,0.8790501952171326,0.568938136100769,0.806403636932373,0.806403636932373,0.6162870526313782
11,0.8735705018043518,1.7288303e-05,0.8735705018043518,0.5746323466300964,0.795775830745697,0.795775830745697,0.6245589852333069
12,0.8718635439872742,4.1575197e-05,0.8718635439872742,0.5759866833686829,0.8093655705451965,0.8093655705451965,0.6145428419113159
13,0.8656918406486511,1.8517518e-05,0.8656918406486511,0.5812367796897888,0.7927750945091248,0.7927750945091248,0.6278043389320374
14,0.8654969334602356,4.034598e-05,0.8654969334602356,0.5827957391738892,0.7985488772392273,0.7985488772392273,0.6235281229019165
15,0.8578488826751709,1.974673e-05,0.8578488826751709,0.5889216661453247,0.7938107848167419,0.7938107848167419,0.6268681287765503
16,0.8594409227371216,3.9116767e-05,0.8594409227371216,0.587740957736969,0.8047189116477966,0.8047189116477966,0.6165328025817871
17,0.8494254350662231,2.0975946e-05,0.8494254350662231,0.5971601605415344,0.7895721793174744,0.7895721793174744,0.6321808099746704
18,0.8537026047706604,3.7887552e-05,0.8537026047706604,0.5932469367980957,0.7940652966499329,0.7940652966499329,0.6282945275306702
19,0.8419230580329895,2.220516e-05,0.8419230580329895,0.6039236187934875,0.7862944006919861,0.7862944006919861,0.634365975856781
20,0.8478348851203918,3.665834e-05,0.8478348851203918,0.599012553691864,0.7925335764884949,0.7925335764884949,0.6295201182365417
21,0.8367330431938171,2.3434373e-05,0.8367330431938171,0.6091443300247192,0.7880667448043823,0.7880667448043823,0.6308213472366333
22,0.841692328453064,3.5429126e-05,0.841692328453064,0.6049839854240417,0.7895787358283997,0.7895787358283997,0.6313002705574036
23,0.8282917141914368,2.4663588e-05,0.8282917141914368,0.616395890712738,0.7833812832832336,0.7833812832832336,0.6357102990150452
24,0.835326075553894,3.419991e-05,0.835326075553894,0.6102738976478577,0.7906734943389893,0.7906734943389893,0.630673348903656
25,0.8237602114677429,2.5892803e-05,0.8237602114677429,0.6216335296630859,0.7841101884841919,0.7841101884841919,0.636394739151001
26,0.8288593888282776,3.2970696e-05,0.8288593888282776,0.6160792708396912,0.7892926335334778,0.7892926335334778,0.6314698457717896
27,0.816909909248352,2.7122016e-05,0.816909909248352,0.6280667781829834,0.7807666659355164,0.7807666659355164,0.6389811635017395
28,0.8234117031097412,3.174148e-05,0.8234117031097412,0.6216910481452942,0.7840945720672607,0.7840945720672607,0.6360582113265991
