epoch,loss,lr,mae,r2,val_loss,val_mae,val_r2
0,1.2687840461730957,3.8918508e-05,1.2687840461730957,-0.6179783940315247,0.7816664576530457,0.7816664576530457,0.3619655668735504
1,1.031497836112976,3.120618e-05,1.031497836112976,-0.06331655383110046,0.7255415320396423,0.7255415320396423,0.4305768311023712
2,0.9487823247909546,1.7625345e-05,0.9487823247909546,0.0924883559346199,0.724809467792511,0.724809467792511,0.43332865834236145
3,0.9171879887580872,4.6630834e-05,0.9171879887580872,0.14811210334300995,0.7093207240104675,0.7093207240104675,0.4652867317199707
4,0.8731395602226257,2.3493852e-05,0.8731395602226257,0.2236221879720688,0.6714558005332947,0.6714558005332947,0.518532931804657
5,0.8390978574752808,2.5337673e-05,0.8390978574752808,0.2794835865497589,0.6600767374038696,0.6600767374038696,0.5324455499649048
6,0.8278108835220337,4.4787015e-05,0.8278108835220337,0.2989957332611084,0.6377087235450745,0.6377087235450745,0.5533860921859741
7,0.8032525777816772,1.5781525e-05,0.8032525777816772,0.33833906054496765,0.6281165480613708,0.6281165480613708,0.5753665566444397
8,0.7885299324989319,3.305e-05,0.7885299324989319,0.3606206178665161,0.6304337382316589,0.6304337382316589,0.5712072849273682
9,0.7883341312408447,3.7074686e-05,0.7883341312408447,0.3616831302642822,0.6140785813331604,0.6140785813331604,0.5890511274337769
10,0.7742161154747009,1.1756839e-05,0.7742161154747009,0.382954865694046,0.6086501479148865,0.6086501479148865,0.5940099954605103
11,0.76816725730896,4.076233e-05,0.76816725730896,0.39143726229667664,0.6109692454338074,0.6109692454338074,0.5950974822044373
12,0.7678425908088684,2.9362358e-05,0.7678425908088684,0.39226359128952026,0.6033964157104492,0.6033964157104492,0.601587176322937
13,0.7544296979904175,1.9469167e-05,0.7544296979904175,0.41112086176872253,0.604835033416748,0.604835033416748,0.6017524600028992
14,0.7561871409416199,4.8474656e-05,0.7561871409416199,0.40841102600097656,0.6188046336174011,0.6188046336174011,0.5790653824806213
15,0.7519028186798096,2.165003e-05,0.7519028186798096,0.4144377112388611,0.6065372228622437,0.6065372228622437,0.6045811772346497
16,0.7414323687553406,2.7181495e-05,0.7414323687553406,0.4297228455543518,0.598409116268158,0.598409116268158,0.6055009365081787
