epoch,loss,lr,mae,r2,val_loss,val_mae,val_r2
0,0.8739213347434998,3.705486e-05,0.8739213347434998,0.6376659274101257,0.8181513547897339,0.8181513547897339,0.66842120885849
1,0.8658031225204468,3.4933473e-05,0.8658031225204468,0.6441698670387268,0.8094878196716309,0.8094878196716309,0.6747057437896729
2,0.86887526512146,1.2034404e-05,0.86887526512146,0.6420078277587891,0.7995441555976868,0.7995441555976868,0.6820170879364014
3,0.8613151907920837,3.9176244e-05,0.8613151907920837,0.6477751731872559,0.8037113547325134,0.8037113547325134,0.6790940761566162
4,0.8537583947181702,3.2812088e-05,0.8537583947181702,0.6535825729370117,0.8004342317581177,0.8004342317581177,0.6816502809524536
5,0.8550891876220703,1.4155789e-05,0.8550891876220703,0.6524719595909119,0.7974433898925781,0.7974433898925781,0.6832680702209473
6,0.8452314138412476,4.1297633e-05,0.8452314138412476,0.6604779958724976,0.8043205142021179,0.8043205142021179,0.6784044504165649
7,0.8401495814323425,3.0690702e-05,0.8401495814323425,0.6643432974815369,0.7942176461219788,0.7942176461219788,0.6858991384506226
8,0.8430183529853821,1.6277176e-05,0.8430183529853821,0.6622663736343384,0.786958634853363,0.786958634853363,0.6913901567459106
9,0.8311304450035095,4.341902e-05,0.8311304450035095,0.6712663173675537,0.7992817759513855,0.7992817759513855,0.6846751570701599
10,0.8267899751663208,2.8569317e-05,0.8267899751663208,0.6742338538169861,0.7878709435462952,0.7878709435462952,0.6909412741661072
11,0.8293447494506836,1.8398561e-05,0.8293447494506836,0.6727185249328613,0.7813267111778259,0.7813267111778259,0.6959338188171387
12,0.8189760446548462,4.5540404e-05,0.8189760446548462,0.6804652810096741,0.7997100353240967,0.7997100353240967,0.6845813989639282
13,0.816072940826416,2.6447931e-05,0.816072940826416,0.6832246780395508,0.7951027750968933,0.7951027750968933,0.686301589012146
14,0.8182246685028076,2.0519947e-05,0.8182246685028076,0.6818037033081055,0.7751743197441101,0.7751743197441101,0.701055645942688
15,0.8047863245010376,4.766179e-05,0.8047863245010376,0.6906141042709351,0.7862082719802856,0.7862082719802856,0.6921066045761108
16,0.8040729761123657,2.4326546e-05,0.8040729761123657,0.6918350458145142,0.77969890832901,0.77969890832901,0.6951168179512024
17,0.8054834604263306,2.2641332e-05,0.8054834604263306,0.6914014220237732,0.7811665534973145,0.7811665534973145,0.6965335607528687
18,0.7933123707771301,4.9347003e-05,0.7933123707771301,0.6993240118026733,0.7821983695030212,0.7821983695030212,0.6963775753974915
19,0.792933464050293,2.220516e-05,0.792933464050293,0.7000505924224854,0.7823514938354492,0.7823514938354492,0.6914354562759399
20,0.7935599088668823,2.4762718e-05,0.7935599088668823,0.7000519037246704,0.773410439491272,0.773410439491272,0.7003387808799744
21,0.782026469707489,4.7225618e-05,0.782026469707489,0.7078375220298767,0.7734195590019226,0.7734195590019226,0.701179027557373
22,0.7824264168739319,2.0083773e-05,0.7824264168739319,0.7079266905784607,0.7692552208900452,0.7692552208900452,0.7039240002632141
23,0.7821444272994995,2.6884103e-05,0.7821444272994995,0.7082554697990417,0.7674614787101746,0.7674614787101746,0.7055633068084717
24,0.7692825794219971,4.510423e-05,0.7692825794219971,0.7169769406318665,0.7754210829734802,0.7754210829734802,0.7016172409057617
